Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
1147500-05-171,1060171,The Realness Llc,Young Fava,1355 Willard St #4,San Francisco,CA,94117,10/26/2016,,10/26/2016,10/02/2017,3431 19TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1151322-06-171,1060171,The Realness Llc,Young Fava,645 Larkin St,San Francisco,CA,94109,10/26/2016,,06/21/2017,10/02/2017,3431 19TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,,,,,,,,,,,
0202266-02-001,202266,Miura Ikuko,You See Sushi,94 Judah St,San Francisco,CA,94122,03/19/2002,,03/19/2002,,94 JUDAH ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",5,Inner Sunset,,POINT (-122.462626 37.762305),109,7,11,14,56,1,11,8,12,5
1198299-08-181,1063811,Hanson Nory,Yosoyceviche,103 Horn Ave,San Francisco,CA,94124,01/13/2017,,08/01/2018,,320007 PO BOX,San Francisco,94132,CA,7220-7229,Food Services,f,f,H74,CATERER,,,,,,,,,,,,,,
1186909-05-181,1087156,Jin Yao Huang,Yoshi,660 Gish Rd,San Jose,CA,95112,05/02/2018,,05/02/2018,,1191 FARGATE CIR,San Jose,95131,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,,,,,,,,,,,,,,
1216206-03-191,1099653,Yosemitea Llc,Yosemitea Llc,645 Irving St,San Francisco,CA,94122,03/17/2019,,03/17/2019,04/22/2019,30 GARDENSIDE DR 9 APT,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
1181268-03-181,1041501,Yolanda Jones & Raysean Jones Sr,"Yoray's",280 Newhall St,San Francisco,CA,94124,08/08/2016,,08/08/2016,,280 NEWHALL ST,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
0455044-01-001,455044,Max Mark Llc,Yoppi Yogurt,845 Market St Ste 277,San Francisco,CA,94103,10/13/2010,,10/13/2010,,845 MARKET ST STE 277,San Francisco,94103,CA,7220-7229,Food Services,f,f,H24 WM30,Multiple,6,South of Market,,POINT (-122.406844 37.784972),19,5,10,34,28852,14,9,2,34,2
0467112-02-001,467112,Lc88 Enterprises Llc,Yoppi Frozen Yogurt,2208 Fillmore St,San Francisco,CA,94115,11/20/2010,,10/16/2013,05/26/2014,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.434078 37.790044),102,4,6,30,29490,13,1,6,27,9
1252059-05-201,1114248,Pmp Group Inc,Yolo Nightclub,333 11th St,San Francisco,CA,94103,05/14/2020,,05/14/2020,,333 11th St,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
1015945-01-151,1007645,Hazal Inc,Yol Limousine,1201 9th Ave,San Francisco,CA,94112,12/31/2014,,01/01/2015,,1201 9TH AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.466418 37.765648),109,10,11,14,56,11,11,5,12,8
1244048-01-201,1099956,Ramen-Ya,Yokozuna Ramen Tavern,1968 Lombard St,San Francisco,CA,94123,03/25/2019,,03/25/2019,,1968 LOMBARD ST,San Francisco,94123,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",2,Marina,,,,,,,,,,,,
1186274-04-181,1086882,Yoji Kanro,Yoji Kanro,118 Diamond Cove Ter,San Francisco,CA,94134,04/26/2018,,04/26/2018,,406 DEWEY BLVD,San Francisco,94116,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1196317-07-181,1086882,Yoji Kanro,Yoji,406 Dewey Blvd,San Francisco,CA,94116,04/26/2018,,07/26/2018,,406 DEWEY BLVD,San Francisco,94116,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0379047-01-001,379047,Kbs Idea Inc,Yogi Food Market,908 Sutter St,San Francisco,CA,94109,07/13/2004,,07/13/2004,04/30/2013,33757 HEARTLAND CT,Union City,94587,CA,7220-7229,Food Services,f,f,,,3,Nob Hill,,POINT (-122.415251 37.788386),50,6,3,21,28858,13,10,1,21,1
1130366-12-161,1004966,Abzz Snacks Llc,Yoconut Dairy Free,148 So Spruce Ave,South San Francisco,CA,94080,10/15/2014,,12/16/2016,,3450 3RD ST 4D STE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1173752-12-171,1081216,Yo-Kai Express Inc.,Yo-Kai Express Inc.,135 4th St Ste 4000,San Francisco,CA,94103,12/28/2017,,12/28/2017,,1257 AVENIDA BENITO,San Jose,95131,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,,,,,,,,,,,
1228278-07-191,1081216,Yo-Kai Express Inc.,Yo-Kai Express Inc,50 Frida Kahlo Way,San Francisco,CA,94112,12/28/2017,,07/17/2019,,1257 AVENIDA BENITO,San Jose,95131,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1184814-04-181,1086250,"Yo Tambien, Llc",Yo Tambien Cantina,205 Hugo St,San Francisco,CA,94122,04/11/2018,,04/11/2018,,205 HUGO ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H24 POS01,Multiple,5,Inner Sunset,,,,,,,,,,,,
1124234-10-161,1059732,Eddie Sayage  Said Kandil,Yo Dog Organic,8 Valencia,San Francisco,CA,94103,10/17/2016,,10/17/2016,,8 VALENCIA ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1124242-10-161,1059736,Said Kandil,Yo Dog Organic,8 Valencia,San Francisco,CA,94103,10/17/2016,,10/17/2016,,8 VALENCIA ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1206542-11-181,1095436,"Yiyi's Mandarin Kitchen","Yiyi's Mandarin Kitchen",2435 Clement St,San Francisco,CA,94121,11/29/2018,,11/29/2018,,2435 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",1,Outer Richmond,,,,,,,,,,,,
1092840-08-161,1044218,Yining Wen,Yining Wen,179 Wood St,San Francisco,CA,94118,05/08/2016,,05/08/2016,,179 WOOD ST,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,1,Lone Mountain/USF,,,,,,,,,,,,
1028286-05-151,1013574,Ying Hui Chinese Restaurant Inc,Ying Hui Chinese Restaurant,5125 Mission St,San Francisco,CA,94112,05/01/2015,,05/01/2015,,5125 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.440685 37.716913),80,9,1,28,28861,9,6,4,25,7
1221193-05-191,1101734,Yin Du Wonton Noodle Inc,Yin Du Wonton Noodle Inc,648 Pacific Avenue,San Francisco,CA,94133,01/01/2019,,01/01/2019,,648 PACIFIC AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1138529-03-171,1066550,Fahrenheit 360,Yifang Taiwan Fruit Tea,847 Jamestown Ave Unit 101,San Francisco,CO,94124,03/01/2017,,03/01/2017,,847 JAMESTOWN AVE UNIT 101,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1196323-07-181,1066550,Fahrenheit 360,Yifang Taiwan Fruit Tea,3251 20th Ave Ste 5523,San Francisco,CA,94132,03/01/2017,,07/20/2018,,847 JAMESTOWN AVE UNIT 101,San Francisco,94124,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",7,Lakeshore,,,,,,,,,,,,
1219418-04-191,1099653,Yosemitea Llc,Yifang Sunset,645 Irving St,San Francisco,CA,94122,03/17/2019,,03/17/2019,,30 GARDENSIDE DR 9 APT,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
0398138-02-001,398138,Morena Wine Llc,Yield Wine Bar,2490 3rd St,San Francisco,CA,94107,05/01/2006,,05/01/2006,,2490 3RD ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.388386 37.757946),55,2,9,26,28856,10,8,3,29,3
0398138-01-001,398138,Morena Wine Llc,Yield,2490 3rd St,San Francisco,CA,94107,05/01/2006,,05/01/2006,,2490 3RD ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H87,BARS/TAVERNS W/FOOD PREP,,,,POINT (-122.388386 37.757946),55,2,9,26,28856,10,8,3,29,3
1248619-03-201,1112849,Jwr Inc.,Yh-Beijing,500 Haight Street,San Francisco,CA,94117,03/10/2020,,03/10/2020,,500 Haight Street,San Francisco,94117,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1229547-07-191,469014,Dragorse Inc,Yh-Beijing,500 Haight St,San Francisco,CA,94117,05/25/2012,,07/31/2019,,500 HAIGHT ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1130705-12-161,1006411,Yetoo Inc,Yetoo Inc,1221 Funston Ave #202,San Francisco,CA,94122,12/02/2014,,12/20/2016,12/20/2016,1920 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1203159-10-181,1093932,Quanisha Johnson,Yes Pudding,111 Marlin Ct,San Francisco,CA,94124,10/17/2018,,10/17/2018,,111 MARLIN CT,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1082663-07-161,1039488,Smith Chad,Yerba Buena Tea Co,3251 20th Ave,San Francisco,CA,94132,07/13/2016,,07/13/2016,,611 1 ST,Petaluma,94952,CA,7220-7229,Food Services,f,f,,,7,Lakeshore,,,,,,,,,,,,
1085810-07-161,1039488,Smith Chad,Yerba Buena Tea Co,1 Ferry Building,San Francisco,CA,94111,07/13/2016,,07/29/2016,,611 1 ST,Petaluma,94952,CA,7220-7229,Food Services,f,f,H34,CATERER RETAIL FOOD VEHICLES,,,,,,,,,,,,,,
1085811-07-161,1039488,Smith Chad,Yerba Buena Tea Co,200 Clement St,San Francisco,CA,94118,07/13/2016,,07/29/2016,,611 1 ST,Petaluma,94952,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1134220-01-171,1064498,Yemen Kitchen Inc,Yemen Kitchen Inc,219 Jones St,San Francisco,CA,94102,01/26/2017,,01/26/2017,,219 JONES ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1245807-02-201,1064498,Yemen Kitchen Inc,Yemen Kitchen And Mediterranean Food,190 Eddy St,San Francisco,CA,94102,01/26/2017,,02/11/2020,,219 Jones St,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,,,,,,,,,,,
1245495-02-201,1111538,Abdelkader Alrammah,Yemen Kitchen & Mediterranean,33 8th Street St Apt 712,San Francsico,CA,94103,02/07/2020,,02/07/2020,,33 8th Street St 712 Apt,San Francsico,94103,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
1048325-01-161,1022669,Yemen Cafe & Restaurant Inc,Yemen Cafe & Restaurant,1098 Sutter St,San Francisco,CA,94109,01/06/2016,,01/06/2016,,1098 SUTTER ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,POINT (-122.418465 37.787972),50,6,3,21,28858,13,10,6,21,9
1225917-06-191,1103494,Yemen Cuisine Inc,Yemen Cafe,1098 Sutter St,San Francisco,CA,94109,01/08/2019,,01/08/2019,,1098 SUTTER ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0457331-01-001,457331,Hyn Group Inc,Yellow Submarine,503 Irving St,San Francisco,CA,94122,03/14/2011,,03/14/2011,,124 LAURELWOOD DR,Novato,94949,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",5,Inner Sunset,,POINT (-122.463112 37.764195),109,7,11,14,56,11,11,8,12,5
0468751-01-001,468751,Yellow Pavot Llc,Yellow Pavot Llc,2 Geneva Ave 2,San Francisco,CA,94112,04/23/2012,,04/23/2012,07/16/2018,564 S VAN NESS AVE,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.45195 37.722785),64,10,1,24,28861,9,6,5,24,8
1006984-09-141,1003706,Yellow Onion Enterprise Llc,Yellow Onion Enterprise Llc,3303 Mission St,San Francisco,CA,94110,08/26/2014,,08/26/2014,,68 GLENVIEW DR,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.420811 37.74416),83,9,2,2,28859,2,7,4,2,7
1030516-06-151,1003706,Yellow Onion Enterprise Llc,Yellow Onion Enterprise Llc,3303 Mission St,San Francisco,CA,94102,08/26/2014,,06/01/2015,,68 GLENVIEW DR,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.420811 37.74416),83,9,2,2,28859,2,7,4,2,7
0373352-01-001,373352,Yees Restaurant Inc,Yees Restaurant Inc,1131 Grant Ave,San Francisco,CA,94133,01/01/2004,,01/01/2004,,1131 GRANT AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H26 WM18,Multiple,3,Chinatown,,POINT (-122.406911 37.797298),104,6,3,6,308,3,10,1,4,1
1119474-09-161,1057494,Sfshineland Llc,Yasuo Japanese Restaurant,"330 O'farrell St",San Francsico,CA,94102,09/16/2016,,09/16/2016,12/05/2016,330 OFARRELL ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,3,Tenderloin,,,,,,,,,,,,
1232014-08-191,1105880,Eltawil Brothers Llc,Yasmin,799 Valencia St,San Francisco,CA,94110,07/31/2019,,07/31/2019,,5360 BOX R RANCH RD,Vacaville,95687,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",9,Mission,,,,,,,,,,,,
1238751-11-191,1108680,Yarsa Nepalese Cuisine,Yarsa Nepalese Cuisine,1310 Grant Ave,San Francisco,CA,94133,11/18/2019,,11/18/2019,,415 JONES ST 309 APT,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0080381-02-001,80381,Icf Inc,Yank Sing,49 Stevenson St,San Francisco,CA,94105,01/01/1974,,01/01/1974,,PO BOX 192960,San Francisco,94119,CA,7220-7229,Food Services,f,f,D04 D19 H26,Multiple,6,Financial District/South Beach,,POINT (-122.399479 37.789892),108,6,10,8,28855,12,9,2,6,2
0114219-01-002,114219,Deem Sum Intl Inc,Yank Sing,101 Spear St 16 & 17,San Francisco,CA,94105,09/01/1979,,06/12/1999,,PO BOX 192960,San Francisco,94119,CA,7220-7229,Food Services,f,f,D04 D19 H26,Multiple,6,Financial District/South Beach,,POINT (-122.394067 37.792534),108,1,10,8,28855,12,9,2,6,2
1152879-07-171,1072659,Maria Giovanna Valbonesi,"Yancy's Saloon",29 Corte Morada,Greenbrae,CA,94904,07/01/2017,,07/01/2017,07/01/2017,29 CORTE MORADA,Greenbrae,94904,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1153504-07-171,1072659,Maria Giovanna Valbonesi,"Yancy's Saloon",734 Irving St,San Francisco,CA,94904,07/01/2017,,07/07/2017,05/17/2018,29 CORTE MORADA,Greenbrae,94904,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
1188037-05-181,1072659,Maria Giovanna Valbonesi,"Yancy's Saloon",734 Irving St,San Francisco,CA,94122,07/01/2017,,07/07/2017,,29 CORTE MORADA,Greenbrae,94904,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1046951-12-151,1022011,Yan Leighton,"Yan's Kitchen",57 Columbus Ave,San Francisco,CA,94111,12/15/2015,,12/15/2015,,57 COLUMBUS AVE,San Francisco,94111,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.404302 37.796226),106,6,3,6,28860,3,10,1,4,1
0491195-01-001,491195,Vitality-K Inc,Yan Yan Seafood Resaurant,2241 Judah St,San Francisco,CA,94122,07/01/2014,,07/01/2014,,2241 JUDAH ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",4,Sunset/Parkside,,POINT (-122.486193 37.761301),39,10,7,35,56,1,3,5,35,8
0390055-02-001,390055,Chu Sio W,Yamo,3406 18th St,San Francisco,CA,94110,07/20/2005,,07/20/2005,,3406 18TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",9,Mission,,POINT (-122.419356 37.761832),53,3,2,20,28859,2,7,7,19,4
1023085-03-151,446702,Yamasho Llc,Yamasho Restaurant & Karaoke Room,1161 Post St,San Francisco,CA,94109,03/01/2010,,03/01/2010,,630 11TH AVE,San Francisco,94118,CA,7220-7229,Food Services,f,f,D04 H26 P23,Multiple,3,Tenderloin,,POINT (-122.420914 37.786701),50,4,3,36,28858,13,10,6,36,9
1138740-03-171,1066640,"X Jia Group, Inc.",Yama Sushi Restaurant,850 Holloway Ave,San Francisco,CA,94112,03/03/2017,,03/03/2017,,739 WASHINGTON ST 300 STE,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0333790-05-001,333790,Hwang Daeho,Yakiniq,1640 Post St,San Francisco,CA,94115,06/25/2010,,06/25/2010,,1620 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H24 H26,Multiple,5,Japantown,,POINT (-122.428826 37.785737),101,4,11,15,29490,13,11,6,13,9
1250165-04-201,1113509,Yakiniku Shodai Corp,Yakiniku Shodai,1420 Market St,San Francisco,CA,94102,04/08/2020,,04/08/2020,,1420 Market St,San Francisco,94102,CA,7220-7229,Food Services,f,t,,,6,Tenderloin,,,,,,,,,,,,
0487764-01-001,487764,Hwang Christy Hye Young,Yakini-Q Cafe,1640 Post St Fl 1,San Francisco,CA,94115,01/01/2014,,01/01/2014,,1640 POST ST FL 1,San Francisco,94115,CA,7220-7229,Food Services,f,f,,,5,Japantown,,POINT (-122.428826 37.785737),101,4,11,15,29490,13,11,6,13,9
1042932-10-151,1020093,Y & Y Vietnamese Restaurant Inc,Y & Y Vietnamese Restaurant Inc,914 Clement St,San Francisco,CA,94118,10/01/2015,,10/01/2015,,914 CLEMENT ST,San Francisco,94118,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.46886 37.782738),5,8,4,11,54,11,2,9,11,6
0441271-02-001,441271,Kssf Liquor Llc,Xyz Bar,181 3rd St,San Francisco,CA,94103,07/30/2009,,08/21/2009,01/01/2012,181 3RD ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.400833 37.78529),32,1,10,8,28853,12,9,2,6,2
0475956-02-001,475956,Chen Rong Rui,Xpresso Tea,6901 Geary Blvd,San Francisco,CA,94121,07/19/2013,,07/19/2013,,1167 PINE ST APT 7,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",1,Outer Richmond,,POINT (-122.493624 37.779637),8,8,4,29,55,11,2,9,26,6
0322442-01-001,322442,Dolric Inc,Xo,44 Belden Pl,San Francisco,CA,94104,01/01/1999,,01/01/1999,,22 BELDEN PL,San Francisco,94104,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.403768 37.791222),108,6,3,8,28854,4,10,1,6,1
1144728-05-171,1069491,Xiao Yan Zhang,Xiao Xiao Buns,100 Cotter St,San Francisco,CA,94112,05/01/2017,,05/01/2017,,100 COTTER ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,11,Outer Mission,,,,,,,,,,,,
0374722-01-001,374722,Xiao Loong Inc,Xiao Loong Restaurant,250 West Portal Ave,San Francisco,CA,94127,01/01/2004,,01/01/2004,,567 PINE ST STE 201,San Francisco,94108,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",7,West of Twin Peaks,,POINT (-122.468669 37.738369),46,10,8,41,59,1,4,5,40,8
0474184-01-001,474184,Xiao Long Bao Restaurant Inc,Xiao Long Bao Restaurant,625 Clement St,San Francisco,CA,94118,11/15/2012,,11/15/2012,,625 CLEMENT ST,San Francisco,94118,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.465907 37.78289),5,8,4,11,54,11,2,9,11,6
0187826-05-001,187826,San Mames Juan/rosa Maria Etal,Xanath At The Conservatory,100 J F Kennedy Dr,San Francisco,CA,94118,01/31/1989,,09/25/2009,,949 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.459952 37.771439),9,7,4,12,54,11,2,8,8,5
0187826-04-001,187826,San Mames Juan/rosa Maria Etal,Xanath,951 Valencia St,San Francisco,CA,94110,01/31/1989,,07/21/2005,,949 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",9,Mission,,POINT (-122.421201 37.757642),52,3,5,20,28859,2,5,7,19,4
1199684-09-181,480874,Wrecking Ball Coffee Roasters,Wrecking Ball Coffee Roasters,88 Colin P. Kelly Junior St,San Francisco,CA,94107,06/24/2013,,09/01/2018,,1580 FOLSOM ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,Financial District/South Beach,,,,,,,,,,,,
0910191-04-001,910191,Panossian Odette & Abraham,Wraps To Go,101 Spear St A-19,San Francisco,CA,94105,01/07/1992,,01/25/2002,09/30/2003,101 SPEAR ST STE A21,San Francisco,94105,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,POINT (-122.394067 37.792534),108,1,10,8,28855,12,9,2,6,2
1024831-04-151,910191,Panossian Odette & Abraham,Wraps To Go,101 Spear St #A-14,San Francisco,CA,94105,01/07/1992,,10/01/2003,06/30/2018,101 SPEAR ST STE A21,San Francisco,94105,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.394067 37.792534),108,1,10,8,28855,12,9,2,6,2
1191636-06-181,1088976,Rosdee Sirimongkol Inc,Wow Thai Kitchen,"815 O'farrell St 508",San Francisco,CA,94109,06/12/2018,,06/12/2018,06/12/2018,701 RANDOLPH ST,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,,,,,,,,,,,
1191744-06-181,1088976,Rosdee Sirimongkol Inc,Wow Thai Kitchen,701 Randolph St,San Francisco,CA,94132,06/12/2018,,06/12/2018,,701 RANDOLPH ST,San Francisco,94132,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0463755-02-001,463755,Ayyan Food Enterprises Inc,Wow Naan N Curry,642 Irving St,San Francisco,CA,94122,12/01/2011,,12/01/2011,,642 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",5,Inner Sunset,,POINT (-122.464963 37.764104),109,10,11,14,56,11,11,5,12,8
0463755-03-001,463755,Ayyan Food Enterprises Inc,Wow Naan N Curry,418 Beach St,San Francisco,CA,94133,12/01/2011,,05/01/2014,06/30/2014,642 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.415998 37.807243),99,6,3,23,308,5,10,1,23,1
0305168-01-001,305168,Do Tan Yan Yi/ Do Tri Long,Would You Believe,4652 Geary Blvd,San Francisco,CA,94118,05/01/1997,,05/01/1997,,4652 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,H86 P12,Multiple,1,Inner Richmond,,POINT (-122.469463 37.780847),5,8,4,11,54,11,2,9,11,6
1246107-02-201,1111783,"World Wrapps Ii, Inc",World Wrapps,2105 Chestnut St,San Francisco,CA,94123,02/14/2020,,02/14/2020,,2105 Chestnut St,San Francisco,94123,CA,7220-7229,Food Services,f,f,,,2,Marina,,,,,,,,,,,,
1246065-02-201,1111770,"World Wrapps Ii, Inc.",World Wrapps,145 Corte Madera Town Center Ctr Ste460,Corte Madera,CA,94925,02/13/2020,,02/13/2020,,2105 CHESTNUT ST,San Francisco,94123,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1246084-02-201,1111770,"World Wrapps Ii, Inc.",World Wrapps,2105 Chesnut St,San Francisco,CA,94123,02/13/2020,,02/13/2020,,2105 CHESTNUT ST,San Francisco,94123,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1205009-11-181,1094749,Wei Cai,World Of Noodle 1,667 Monterey Blvd,Sanfrancisco,CA,94127,11/07/2018,,11/07/2018,,667 MONTEREY BLVD,San Francisco,94127,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1220273-04-191,1096101,World Of Noodle Inc,World O F Noodle,3230 22nd St 3234,San Francisco,CA,94110,12/20/2018,,04/30/2019,,2200 BRYANT ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",9,Mission,,,,,,,,,,,,
1086389-08-161,1041074,Roberto A Rodrigues Saldanha,World Green Salad Sandwich,276 Imperial Dr Apt 6,Pacifica,CA,94044,08/01/2016,,08/01/2016,10/22/2016,17 SKYLARK DR 45 APT,Larkspur,94939,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1174879-01-181,1041074,Roberto A Rodrigues Saldanha,World Green Salad Sandwich,17 Skylark Dr Apt 45,Larkspur,CA,94939,08/01/2016,,10/22/2017,,17 SKYLARK DR 45 APT,Larkspur,94939,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1219619-04-191,1041074,Roberto A Rodrigues Saldanha,World Green Acai- Bowl Juice,546 Magnolia Ave 456a,Larkspur,CA,94939,08/01/2016,,04/23/2019,,17 SKYLARK DR 45 APT,Larkspur,94939,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0400755-01-001,400755,Working Girls Cafe Inc,Working Girls Cafe Inc,259 Kearny St,San Francisco,CA,94108,07/01/2006,,07/01/2006,,259 KEARNY ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,Financial District/South Beach,,POINT (-122.403995 37.790513),19,6,3,8,28854,5,10,1,6,1
0427245-01-001,427245,Workng Grls Cafe Inc New Montg,Working Girls Cafe,122 New Montgomery St,San Francisco,CA,94105,03/16/2008,,03/16/2008,,122 NEW MONTGOMERY ST,San Francisco,94105,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,Financial District/South Beach,,POINT (-122.400017 37.787066),32,1,10,8,28855,12,9,2,6,2
